1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
-1.63185431506109,3,1,2,2.49512346834958,1.55316942962225,5,3,-0.169765184813613,2,6,0.27029498161748,4,0.0978215972352627,-0.0352851408352227,2,2,2,2,1.57503749787826,1,2,-0.896783470563826,0.896603384877034,0.101580973619672,0.834339756834233,2,1.76759767929005,1.23943338101929,-0.192655199691452,-2.45399172074641,-0.0535900789194648,3,2.20814963921267,-0.567441766830156,6,5
0.205869918351604,2,1,2,3.36331937030591,0.319327408173498,1,3,-0.113810406986532,1,1,0.204426320965252,3,-0.641953432275122,-0.262439573609884,2,2,2,3,0.0744211306646238,2,2,-1.35361756778321,1.8810896225939,-1.44930351905338,-1.90700936633583,1,-1.36352324062767,0.189550685674276,0.2244086573195,-2.57759033720016,-0.178785972606793,1,-0.987457831826422,-0.376313483353609,2,4
-0.871372937102347,3,2,2,0.987681385433183,-0.065678418706908,3,3,0.497701308308517,1,1,0.34801128563193,4,3.81747017989729,20.2663525445183,5,3,5,4,0.471141301036509,2,1,0.338365722656906,1.43735589933475,1.51761627932494,-1.00439821719261,1,0.770614957091311,-0.0976082353143263,0.423568595864656,-1.45334246246984,-0.640744373575165,1,-87.2381537424799,1.84715701612699,1,6
-0.558344071118125,3,1,1,2.17368504034763,0.598135987073916,1,3,-1.79263833884755,3,1,-0.290638979426844,4,0.245905625032938,1.45654413297445,3,3,1,4,0.226730083316064,1,4,-0.0246156914891455,0.0932470943071567,2.56007346531754,-0.587573450148762,1,-0.0827461414716554,0.354490854832076,1.55412441648107,-2.64469633549704,-5.87580063592946,1,0.501861829221395,0.269747393262757,2,6
0.913108183341335,4,1,2,0.0536786846627383,-0.240800683012314,2,5,2.85823746074331,3,5,-1.15216303728421,3,0.484110211367814,-1.688383295356,5,2,2,4,-0.561738088207753,1,4,1.09439230325478,1.15975564607976,-0.437186339654776,2.68852333136803,2,0.146041776402084,0.5600347322714,-0.789837690918649,-2.04571981741869,0.55981966075728,1,4.04247606710522,-2.71763764101778,6,3
0.164585453107293,1,1,2,0.374666978684964,-0.333190736824408,3,3,-1.17193329945946,3,5,-0.670202767065307,4,0.782999679124386,0.924097401342602,2,1,1,2,0.251285579837937,1,5,1.6014391853923,0.681384581708796,-0.484265088731073,-1.44790645824952,3,-1.24755273234127,1.32723801263615,0.0490935551206533,1.858002264767,1.4870298469768,3,-2.83102975778767,-1.60036533449867,5,2
6.94782027894884,1,1,2,1.85421556079043,-2.8460811774253,4,5,-0.888815195294386,1,2,-0.0117990258529372,3,0.510676665913366,0.693280624012962,5,1,4,2,0.302595769171162,2,2,-1.48789316235176,0.799580954173091,0.239733761659118,2.63152040193168,2,0.97816345221757,0.155357010502438,-0.858081579772293,3.03978004932825,0.0573818590462642,2,4.99129472384577,-1.32494381070031,3,5
-1.34827353114229,3,2,2,1.64413321501139,0.826830025246771,1,3,0.0398058173412272,1,6,0.533862808377821,4,-0.305978938291349,0.235754684891885,1,1,3,4,-0.134539844930952,1,2,-0.42113095283499,0.513645224709929,0.257815708588217,-1.04263383624417,2,-0.868316620878891,1.23986190332299,0.194076420333164,3.61801214203428,-0.56771997253048,1,0.110597465310768,-0.0669873044922877,6,3
0.753334486689872,2,1,4,-2.50071591860506,-0.227540714323162,5,5,-1.79628146627852,1,6,0.453408112544359,3,1.03174135989182,2.06881942270078,1,1,2,2,1.30583969849383,2,4,0.367030258579792,1.01141701559119,-1.08309600967294,-1.90353202895751,2,-0.929112410684546,0.69511954318904,-0.123045145952955,2.436950333793,-1.3750448098781,3,-0.581644261539055,0.763769521632075,5,6
1.60764393946382,4,2,4,-0.628098006379496,2.04705591829705,2,3,0.413461566468726,3,6,0.484487333709642,4,-2.11732783916655,6.00218766150765,1,2,2,2,0.928227754774969,2,3,0.135126874351662,0.875427975847353,0.848022423767888,2.98933765289428,1,0.0123423755791756,-0.297613344375143,1.84728891679503,-0.731840644180478,-1.14657041738715,4,-4.35388853020186,-2.12447708431699,6,6
